36	79	96.52
84	49	545.17
32	59	959.45
15	18	565.4
65	0	847.17
38	77	360.89
16	36	455.65
35	40	350.26
58	28	549.38
31	48	184.87
43	72	413.13
87	29	875.74
8	40	557.4
40	91	578.61
35	80	921.75
65	75	208.01
70	5	326.86
16	14	381.12
98	72	363.78
49	8	175.3
0	7	987.08
85	77	793.22
75	51	856.55
53	14	271.82
16	90	337.12
21	2	818.53
36	13	445.32
73	89	678.9
66	44	715.25
30	45	751.43
61	60	681.4
8	39	790.95
71	35	769.24
6	14	175.75
15	4	997.79
47	66	980.56
83	82	310.35
39	93	526.16
8	10	172.22
49	88	935.34
22	40	672.32
49	42	733.2
55	61	445.34
18	35	389.77
2	74	244.3
51	53	131.07
67	27	143.44
56	84	539.58
28	42	385.62
14	21	591.08
61	88	260.68
18	2	26.96
73	45	258.4
14	35	661
97	71	884.47
87	41	982.44
98	5	133.75
18	96	497.54
83	29	921.46
61	67	106.79
89	41	796.3
55	74	916.71
90	52	96.4
88	88	621.34
91	40	411.19
58	69	89.4
92	88	310.24
77	4	732.63
68	76	397.7
95	0	14.73
52	21	720.38
42	62	14.32
99	65	792.9
97	17	620.05
84	58	648.22
46	35	804.17
30	95	687.38
74	56	144.76
90	49	310.19
22	30	199.79
78	24	200.94
74	45	60.75
95	73	109.27
3	57	338.69
68	78	275.01
20	14	939.05
31	5	0.41
38	31	93.9
97	9	343.33
59	83	188.18
67	1	384.92
19	37	515.31
17	64	792.37
86	24	911.07
84	91	257.3
58	58	451.59
94	73	464.46
24	48	683.46
39	41	657.29
76	13	793.49
20	58	795.51
58	79	19.76
55	55	31.16
70	50	28.57
51	19	381.11
99	96	487.51
60	81	20.47
18	3	881.73
99	41	848.05
26	45	392.57
60	14	782.48
45	25	625.87
15	5	129.37
92	72	113.47
74	30	401.21
73	21	661.95
28	81	130.45
61	74	168.79
63	28	696.46
36	1	596.27
14	83	824.25
42	28	995.58
55	75	513.35
24	73	108.66
37	17	241.14
57	32	801.26
98	17	146.39
67	29	506.47
55	43	292.72
63	42	974.39
16	81	311.17
63	70	296.49
79	60	419.85
98	27	387.32
57	86	617.2
79	26	107.03
43	85	175.33
58	83	433.92
10	12	46.53
82	67	730.28
39	85	662.83
56	29	831.77
54	34	689.3
82	65	688.4
27	15	230.7
69	96	946.68
72	62	778.57
95	82	373.25
28	63	804.16
41	20	85.73
76	15	64.39
62	93	622.1
6	2	74.93
94	38	999.13
52	49	325.04
72	72	260.35
53	98	337.26
8	29	775.34
72	94	607.45
19	81	77.76
7	20	498.68
32	11	429.79
26	59	192.47
42	39	547.6
55	63	810.62
22	17	686.1
93	39	104.95
70	8	971.62
32	17	787.51
37	83	259.3
56	22	352.41
59	69	583.1
79	8	682.32
22	75	569.43
99	98	171.25
56	10	661.57
27	35	507.29
83	7	604.71
51	60	10.8
86	7	871.07
8	98	229.9
65	4	2.93
59	6	95.28
45	43	770.06
27	98	905.88
78	47	745.44
25	51	73.83
67	99	469.9
3	86	632.7
64	25	456.5
49	33	442.65
7	93	348.57
5	12	375.41
65	0	788.22
36	38	338.27
5	42	913.51
66	25	635.01
39	12	79.84
96	26	613.84
3	11	293.51
34	98	668.44
46	33	405.96
80	2	447.78
65	40	968.31
23	61	870.5
50	34	715.89
15	77	447.79
55	99	709.79
98	9	118.51
14	65	802.63
67	80	334.95
9	88	745.12
99	63	123.03
9	17	752.41
90	62	20.51
42	3	774.88
83	9	889.91
11	65	324.17
75	47	224.46
38	88	3.67
71	47	431.28
62	65	820.78
56	41	858.45
9	20	458.29
2	7	1.66
50	33	435.79
70	12	204.14
21	27	955.11
15	79	239.3
35	20	224.42
6	40	509.78
65	56	494.5
38	45	745.44
76	63	718.87
72	73	399.55
67	69	529.28
8	12	783.31
83	22	1.99
57	0	17.36
85	13	867.11
81	65	45.42
78	75	783.27
46	17	824.76
90	70	798.74
41	22	326.21
96	91	391.44
0	52	500.17
70	83	186.77
7	77	242.12
26	85	538.27
38	18	311.68
49	24	649.35
99	55	808.5
63	63	466.5
92	48	89.21
90	82	848.61
62	77	244.34
62	75	394.09
83	0	837.96
70	2	901.03
99	71	658.98
52	36	841.19
65	72	476.06
2	26	978.47
59	1	272.49
16	51	823.56
73	30	950.31
12	47	744.16
37	57	389.06
15	57	764
4	80	832.88
60	46	179.13
60	34	427.3
81	24	711.99
31	85	484.88
50	75	838.28
53	51	126.87
67	86	559.07
82	8	364.71
71	72	882.12
97	65	479.69
37	75	898.38
73	96	835.49
35	42	132.95
88	36	134.58
47	73	727.97
87	47	506.45
93	36	281.38
93	54	215.2
32	3	69.18
21	21	208.28
98	51	957.3
94	89	305.21
68	85	886.3
70	81	308.06
86	65	155.76
70	44	137.86
22	6	377.09
39	54	552.81
81	96	884.77
63	7	893.16
19	11	173.29
50	28	163.89
52	43	692.31
47	64	382.99
90	7	67.29
2	37	91.18
66	73	918.11
97	43	914.33
17	70	25.74
57	96	526.51
72	77	775.7
25	69	753.3
32	16	630.62
17	14	886.83
63	37	402.79
42	81	515.34
9	78	407.65
5	81	626.33
9	4	361.16
85	60	477.75
91	99	772.95
98	59	108.77
9	53	853.17
47	82	434.68
6	81	350.84
90	71	975.37
30	50	200.52
49	33	769.95
42	67	650.33
16	77	586.26
9	29	487.52
49	11	772.28
94	64	702.53
78	91	790.1
34	27	443.92
74	33	5.83
47	35	37.53
13	87	686.68
60	26	786.64
66	26	869.37
29	40	863.34
56	18	361.31
29	80	235.33
3	51	993.21
9	10	913.33
97	85	102.7
9	94	352.95
52	54	979.48
96	68	122.19
75	33	938.92
92	86	527.7
8	30	80.4
15	41	291.37
71	72	192.84
59	93	335.72
22	85	887.02
51	72	288.21
77	49	796.67
80	34	246.4
25	46	698.66
46	62	590.6
47	39	159.47
33	10	868.8
19	74	584.23
33	33	474.37
40	75	156.96
96	40	134.04
89	92	754.83
14	77	969.41
35	69	828.01
43	66	600.3
41	5	524.59
79	32	303.89
23	9	318.15
39	82	481.67
57	61	828.93
19	52	212.36
10	99	72.62
55	56	431.17
18	34	985.81
10	7	357
13	53	391.63
63	65	831.91
54	81	601.36
38	45	714.01
21	14	448.08
5	68	435.6
35	0	484.31
46	6	841.76
13	76	130.32
73	85	434.99
52	12	295.25
35	36	762.45
29	92	134.28
51	51	218.74
53	25	863.08
30	47	914.03
82	69	30.26
67	76	6.76
55	30	438.19
43	24	848.78
79	95	287.41
40	30	139.52
87	72	750.78
59	42	803.7
84	41	42.32
7	24	804.47
45	30	885.65
19	33	874.97
61	66	209.85
61	12	547.87
8	56	610.95
93	92	472.57
92	79	69.38
18	87	432.57
13	76	505.1
17	42	948.98
6	8	656.71
16	44	820.51
95	46	431.03
77	34	727.94
29	72	603.66
84	46	644.59
5	28	796.36
15	79	92.95
5	47	788.11
15	62	212.98
80	21	638.63
81	21	124.3
97	8	509.68
74	62	343.22
98	53	288.37
51	66	946.67
92	2	302.03
14	49	311.52
21	34	891.84
7	57	975.13
86	89	938.38
20	72	103.95
30	54	426.68
73	46	274.41
68	12	595.08
79	27	489.12
25	43	287.92
35	41	817.52
39	1	993.3
53	80	896.49
38	52	375.44
75	6	552.39
66	31	209.21
68	56	384.55
56	92	309.22
53	89	463.07
52	72	406.19
54	42	590.68
7	97	930.11
75	97	22.87
92	83	661.09
55	82	411.54
3	18	968.04
64	39	155.98
66	98	490.72
2	49	286.34
58	49	742.41
61	57	910.51
5	19	771.44
59	55	190.39
49	72	508.16
10	17	174.26
87	22	663.64
23	14	664.95
29	91	328.4
43	25	40.94
54	40	242.28
54	28	19.96
52	8	535.45
11	84	609.47
59	88	292.93
44	64	606.14
93	1	905.91
4	17	398.35
27	41	617.54
28	70	911.41
96	74	817.72
43	62	460.47
19	83	743.86
79	25	462.95
18	28	203.91
2	55	406.97
5	81	687.3
20	69	209.02
26	21	100.47
57	16	720.25
62	61	238.97
1	19	112.75
50	88	413.16
25	96	948.31
47	5	358.82
39	12	187.87
69	39	332.54
21	73	417.46
18	81	754.91
83	88	184.41
3	14	288.39
35	29	118.3
8	19	354.46
4	73	959.76
84	83	21.54
61	32	817.17
51	41	470.23
80	49	69.93
52	32	522.34
98	41	237.93
44	70	723.57
2	38	223.41
26	75	516.65
31	20	909.48
78	57	135.53
44	17	624.12
76	5	22.07
31	33	140.43
8	99	923.62
68	46	624.31
83	31	823.85
44	64	811.3
54	28	754.85
95	87	207.67
17	18	743.64
33	69	821.32
50	72	251.73
81	31	514.38
62	31	936.57
90	67	399.07
46	82	821.06
71	70	796.39
1	3	434.07
97	64	512.04
78	34	380.24
77	3	819.09
73	64	367.16
11	15	264.99
43	96	241.85
91	47	6.69
44	0	7.96
55	92	175.69
91	76	183.82
66	67	645.73
42	63	608.19
17	7	99.55
15	27	808.94
87	64	476.21
40	6	812.39
42	69	811.11
77	10	775.07
73	85	673.57
72	93	220.64
3	0	18.98
57	77	632.11
42	60	91.81
70	29	562.42
48	60	51.8
21	73	930.02
88	66	389.31
84	65	733.09
52	69	914.81
75	9	495.32
43	69	474.36
62	73	159.74
41	69	530.44
94	13	858.29
51	96	843.18
3	19	464.77
80	67	206.64
50	30	94.09
44	58	38.59
70	19	405.39
81	18	531.07
62	12	914.85
48	94	564.17
78	16	514.48
49	44	193.33
48	69	497.04
22	26	908.09
14	69	681.66
58	12	10.12
35	87	917.76
2	56	801.63
97	30	225.23
31	12	719.52
6	77	878.11
22	97	319.46
60	74	847
77	9	174.65
72	62	296.22
93	1	159.81
13	65	665.6
55	83	356.39
79	28	920.46
99	60	969.81
9	60	313.4
38	69	537.83
40	18	571.25
90	1	634.2
21	98	505.92
85	42	439.41
56	63	406.85
15	92	547.51
89	72	440.22
53	25	497.44
2	39	532.48
4	43	272.95
87	56	108.32
70	44	794.85
78	54	260.17
60	27	998.74
50	41	729.8
84	13	378.09
77	84	526.09
65	5	41.82
53	80	624.09
8	37	104.74
59	57	578.73
58	84	710.73
19	42	155.05
54	26	146.57
92	27	703.58
30	77	233.36
49	44	59.62
43	0	442.06
59	20	469.43
65	9	425.7
36	37	343.09
35	16	241.97
94	68	816.44
94	28	820.63
97	0	683.09
44	8	720.12
